date,jobcountry,GenAI_share_postings
2019-01-16,AU,0.000895806931619125
2019-01-16,CA,0.000412899002780606
2019-01-16,DE,0.000168827758944464
2019-01-16,FR,0.000724855592761156
2019-01-16,GB,0.000498069963599304
2019-01-16,IE,0.00504859561257115
2019-01-16,IT,0
2019-01-16,NL,0
2019-01-16,US,0.00124289203269764
2019-01-17,AU,0.00110801933076518
2019-01-17,CA,0.000460638650902488
2019-01-17,DE,0.000168311532866389
2019-01-17,FR,0.000723728798651976
2019-01-17,GB,0.000495150915543116
2019-01-17,IE,0.00501554513804392
2019-01-17,IT,0.000713002310127485
2019-01-17,NL,0
2019-01-17,US,0.00125078561799322
2019-01-18,AU,0.00131828270666984
2019-01-18,CA,0.000557660276446744
2019-01-18,DE,0.000167578975697715
2019-01-18,FR,0.00072216431981117
2019-01-18,GB,0.000492229356922747
2019-01-18,IE,0.00498320549448535
2019-01-18,IT,0.00106783873053768
2019-01-18,NL,0
2019-01-18,US,0.00125533105619334
2019-01-19,AU,0.0015326541695407
2019-01-19,CA,0.000658074632449889
2019-01-19,DE,0.000167193328594088
2019-01-19,FR,0.000720653307949334
2019-01-19,GB,0.000524379520809558
2019-01-19,IE,0.00495942399375299
2019-01-19,IT,0.00178944878689542
2019-01-19,NL,0
2019-01-19,US,0.00126395633883917
2019-01-20,AU,0.00151497775359775
2019-01-20,CA,0.000755626462413447
2019-01-20,DE,0.000166793583430199
2019-01-20,FR,0.000718981384435671
2019-01-20,GB,0.000555640643515866
2019-01-20,IE,0.00493059127902653
2019-01-20,IT,0.00250669313411341
2019-01-20,NL,0
2019-01-20,US,0.00126533887522103
2019-01-21,AU,0.00149915884098412
2019-01-21,CA,0.000853771797987734
2019-01-21,DE,0.000166398206476559
2019-01-21,FR,0.000717416350925881
2019-01-21,GB,0.000588005090808057
2019-01-21,IE,0.00490345329308111
2019-01-21,IT,0.00323007538014295
2019-01-21,NL,0
2019-01-21,US,0.00125965765533367
2019-01-22,AU,0.00148380653695567
2019-01-22,CA,0.00095106687235749
2019-01-22,DE,0.000165894013785326
2019-01-22,FR,0.000715490608777402
2019-01-22,GB,0.000620274022221532
2019-01-22,IE,0.00487907664215335
2019-01-22,IT,0.00358482368621978
2019-01-22,NL,0
2019-01-22,US,0.00125366441807274
2019-01-23,AU,0.00147236824780573
2019-01-23,CA,0.000996234802147973
2019-01-23,DE,0.000165345692264847
2019-01-23,FR,0.000713465645550506
2019-01-23,GB,0.00068576733331396
2019-01-23,IE,0.00485529123032779
2019-01-23,IT,0.00393577230032371
2019-01-23,NL,0
2019-01-23,US,0.00125183724591799
2019-01-24,AU,0.00145864849549957
2019-01-24,CA,0.00104100960800238
2019-01-24,DE,0.000164690065145619
2019-01-24,FR,0.000710654912437059
2019-01-24,GB,0.000750813175789559
2019-01-24,IE,0.00483614106625752
2019-01-24,IT,0.00356855384762262
2019-01-24,NL,0
2019-01-24,US,0.00125573390375364
2019-01-25,AU,0.00144315401656022
2019-01-25,CA,0.00103451748000497
2019-01-25,DE,0.000164217387922345
2019-01-25,FR,0.000707036722396525
2019-01-25,GB,0.000814774207965988
2019-01-25,IE,0.00481304035294758
2019-01-25,IT,0.00355571001281318
2019-01-25,NL,0
2019-01-25,US,0.0012659721298123
2019-01-26,AU,0.00143055247947838
2019-01-26,CA,0.0010248359986752
2019-01-26,DE,0.000163688316408177
2019-01-26,FR,0.000702917765236603
2019-01-26,GB,0.000843760607118921
2019-01-26,IE,0.00477870874488678
2019-01-26,IT,0.00317586345611367
2019-01-26,NL,0
2019-01-26,US,0.00127422767139201
2019-01-27,AU,0.00141633399463303
2019-01-27,CA,0.00101643105091209
2019-01-27,DE,0.000163105719887202
2019-01-27,FR,0.000698439336574354
2019-01-27,GB,0.000872557732796622
2019-01-27,IE,0.00474775776999297
2019-01-27,IT,0.00279932300314119
2019-01-27,NL,0
2019-01-27,US,0.00128339485008522
2019-01-28,AU,0.00140572747042184
2019-01-28,CA,0.00100936385716998
2019-01-28,DE,0.000163006530762108
2019-01-28,FR,0.000693352163856049
2019-01-28,GB,0.000902647736643751
2019-01-28,IE,0.00404884806912633
2019-01-28,IT,0.00241900099162763
2019-01-28,NL,0
2019-01-28,US,0.00130276028263467
2019-01-29,AU,0.00140048642018337
2019-01-29,CA,0.0010021798110091
2019-01-29,DE,0.000162862331360897
2019-01-29,FR,0.000687213572739256
2019-01-29,GB,0.000964382361941115
2019-01-29,IE,0.00335711292067996
2019-01-29,IT,0.0023953850921549
2019-01-29,NL,0
2019-01-29,US,0.00131823750686132
2019-01-30,AU,0.0013945853341895
2019-01-30,CA,0.000995407648873388
2019-01-30,DE,0.000162393977223353
2019-01-30,FR,0.00068256664411105
2019-01-30,GB,0.000959933729841055
2019-01-30,IE,0.00267515214706366
2019-01-30,IT,0.00270349323601897
2019-01-30,NL,0
2019-01-30,US,0.00132831034833741
2019-01-31,AU,0.00139196180760344
2019-01-31,CA,0.00098982517667779
2019-01-31,DE,0.000162118238231334
2019-01-31,FR,0.000678481024731176
2019-01-31,GB,0.000956495983816006
2019-01-31,IE,0.00199964078496255
2019-01-31,IT,0.0030122967267283
2019-01-31,NL,0
2019-01-31,US,0.00133914375952167
2019-02-01,AU,0.00139609180635147
2019-02-01,CA,0.000987768590188711
2019-02-01,DE,0.000162157545442982
2019-02-01,FR,0.000677251656071877
2019-02-01,GB,0.000957295674290516
2019-02-01,IE,0.00133124073416415
2019-02-01,IT,0.00333458603579238
2019-02-01,NL,0
2019-02-01,US,0.00133990246977653
2019-02-02,AU,0.00139433748177934
2019-02-02,CA,0.000986533529181818
2019-02-02,DE,0.000162122183212563
2019-02-02,FR,0.000675772155255443
2019-02-02,GB,0.000957793922033596
2019-02-02,IE,0.000658813608453896
2019-02-02,IT,0.00365770731160256
2019-02-02,NL,0
2019-02-02,US,0.00134035131358383
2019-02-03,AU,0.00139633151754929
2019-02-03,CA,0.000986873218684939
2019-02-03,DE,0.000162192389820438
2019-02-03,FR,0.00067474771530207
2019-02-03,GB,0.000959582667755761
2019-02-03,IE,0
2019-02-03,IT,0.00398042154658426
2019-02-03,NL,0
2019-02-03,US,0.00134149575909245
2019-02-04,AU,0.00139346602613573
2019-02-04,CA,0.000985633240825512
2019-02-04,DE,0.00016183835366088
2019-02-04,FR,0.000674088341017728
2019-02-04,GB,0.000960352137316032
2019-02-04,IE,0
2019-02-04,IT,0.00397135818585755
2019-02-04,NL,0
2019-02-04,US,0.00132953240650472
2019-02-05,AU,0.00138770382371922
2019-02-05,CA,0.00103242631288724
2019-02-05,DE,0.000161446957105178
2019-02-05,FR,0.000674644713420335
2019-02-05,GB,0.000930337823493439
2019-02-05,IE,0
2019-02-05,IT,0.00397139656734057
2019-02-05,NL,0
2019-02-05,US,0.00132086468247927
2019-02-06,AU,0.00138377058992422
2019-02-06,CA,0.00107862181953231
2019-02-06,DE,0.000161657460400325
2019-02-06,FR,0.000674172012672509
2019-02-06,GB,0.000932226340429503
2019-02-06,IE,0
2019-02-06,IT,0.00396455129546905
2019-02-06,NL,0
2019-02-06,US,0.00131107244530622
2019-02-07,AU,0.00138021877784348
2019-02-07,CA,0.00112407718329062
2019-02-07,DE,0.000161557111897989
2019-02-07,FR,0.00067417137941632
2019-02-07,GB,0.000934296123965238
2019-02-07,IE,0
2019-02-07,IT,0.00363396917029751
2019-02-07,NL,0
2019-02-07,US,0.00128836293420248
2019-02-08,AU,0.00137295611057586
2019-02-08,CA,0.00116792420693874
2019-02-08,DE,0.000161164068530046
2019-02-08,FR,0.000672102716150445
2019-02-08,GB,0.000933100637675286
2019-02-08,IE,0
2019-02-08,IT,0.00329279114060112
2019-02-08,NL,0
2019-02-08,US,0.0012666065278418
2019-02-09,AU,0.00136933201189144
2019-02-09,CA,0.00126020636933671
2019-02-09,DE,0.000160905879912011
2019-02-09,FR,0.000671347777622294
2019-02-09,GB,0.000933680400299598
2019-02-09,IE,0
2019-02-09,IT,0.00295186750275464
2019-02-09,NL,0
2019-02-09,US,0.00124647349607168
2019-02-10,AU,0.00136610763944784
2019-02-10,CA,0.00135076179222959
2019-02-10,DE,0.000160581777881378
2019-02-10,FR,0.000670081623863942
2019-02-10,GB,0.000933530212552546
2019-02-10,IE,0
2019-02-10,IT,0.00293794763611957
2019-02-10,NL,0
2019-02-10,US,0.00122939228919408
2019-02-11,AU,0.0013676706952595
2019-02-11,CA,0.00144303888284278
2019-02-11,DE,0.000160194959029013
2019-02-11,FR,0.000669045209248013
2019-02-11,GB,0.000899428201029483
2019-02-11,IE,0
2019-02-11,IT,0.00326002618476087
2019-02-11,NL,0
2019-02-11,US,0.00121866609437223
2019-02-12,AU,0.00136835527971464
2019-02-12,CA,0.00148655295820156
2019-02-12,DE,0.000159870199588078
2019-02-12,FR,0.000620584667302559
2019-02-12,GB,0.000865275210141473
2019-02-12,IE,0
2019-02-12,IT,0.00357873776796455
2019-02-12,NL,0
2019-02-12,US,0.00122771491502092
2019-02-13,AU,0.001368276802043
2019-02-13,CA,0.00153033844048746
2019-02-13,DE,0.000159269224472549
2019-02-13,FR,0.000525131484225263
2019-02-13,GB,0.000831865806652318
2019-02-13,IE,0
2019-02-13,IT,0.00356650989828748
2019-02-13,NL,0
2019-02-13,US,0.00123670912851213
2019-02-14,AU,0.00136805182112607
2019-02-14,CA,0.00157395345027543
2019-02-14,DE,0.000158984603484936
2019-02-14,FR,0.000430018620923848
2019-02-14,GB,0.000798212414065887
2019-02-14,IE,0
2019-02-14,IT,0.00356052329213312
2019-02-14,NL,0
2019-02-14,US,0.00125723129518474
2019-02-15,AU,0.00136483922175714
2019-02-15,CA,0.00161665428256119
2019-02-15,DE,0.000158665712582543
2019-02-15,FR,0.000335135073873232
2019-02-15,GB,0.000764788835276179
2019-02-15,IE,0
2019-02-15,IT,0.0038688322132736
2019-02-15,NL,0
2019-02-15,US,0.00128955735868993
2019-02-16,AU,0.00136599614328212
2019-02-16,CA,0.00161605693877799
2019-02-16,DE,0.000158399873635387
2019-02-16,FR,0.000239337842125838
2019-02-16,GB,0.000730873948209031
2019-02-16,IE,0
2019-02-16,IT,0.00418217096348689
2019-02-16,NL,0
2019-02-16,US,0.00132428191077839
2019-02-17,AU,0.00136361255987301
2019-02-17,CA,0.00161300023020862
2019-02-17,DE,0.00015815655749018
2019-02-17,FR,0.000143977049334351
2019-02-17,GB,0.00069702761597818
2019-02-17,IE,0
2019-02-17,IT,0.00416800277074929
2019-02-17,NL,0
2019-02-17,US,0.00136019038078497
2019-02-18,AU,0.00135862556073289
2019-02-18,CA,0.00160938815050537
2019-02-18,DE,0.000157941350044692
2019-02-18,FR,0.000047675463584289
2019-02-18,GB,0.000695656426121208
2019-02-18,IE,0
2019-02-18,IT,0.00415421285707308
2019-02-18,NL,0
2019-02-18,US,0.00139337974102708
2019-02-19,AU,0.00135441643578987
2019-02-19,CA,0.00160890087406904
2019-02-19,DE,0.000157757468371939
2019-02-19,FR,0
2019-02-19,GB,0.000694056663494936
2019-02-19,IE,0
2019-02-19,IT,0.00382171322079626
2019-02-19,NL,0
2019-02-19,US,0.00140376415168914
2019-02-20,AU,0.00135163813617285
2019-02-20,CA,0.00160863623194104
2019-02-20,DE,0.000157576197402231
2019-02-20,FR,0
2019-02-20,GB,0.000692947896958253
2019-02-20,IE,0
2019-02-20,IT,0.00349469709957279
2019-02-20,NL,0
2019-02-20,US,0.0014136472348656
2019-02-21,AU,0.00134699531470606
2019-02-21,CA,0.00160794648841645
2019-02-21,DE,0.000157375327676437
2019-02-21,FR,0
2019-02-21,GB,0.000691935164636067
2019-02-21,IE,0
2019-02-21,IT,0.00348915992917708
2019-02-21,NL,0
2019-02-21,US,0.00142120099214428
2019-02-22,AU,0.00134366295413378
2019-02-22,CA,0.00160739856199285
2019-02-22,DE,0.000157151815170903
2019-02-22,FR,0
2019-02-22,GB,0.000690810306953883
2019-02-22,IE,0
2019-02-22,IT,0.00347704764315332
2019-02-22,NL,0
2019-02-22,US,0.00141064161125922
2019-02-23,AU,0.00133816295700766
2019-02-23,CA,0.00160596662290707
2019-02-23,DE,0.000156952101731292
2019-02-23,FR,0
2019-02-23,GB,0.000690369490378709
2019-02-23,IE,0
2019-02-23,IT,0.00346896350081291
2019-02-23,NL,0
2019-02-23,US,0.00139888982319557
2019-02-24,AU,0.00133422051735005
2019-02-24,CA,0.0016074696302047
2019-02-24,DE,0.000156762293301345
2019-02-24,FR,0
2019-02-24,GB,0.000690057482987147
2019-02-24,IE,0
2019-02-24,IT,0.00345930798633839
2019-02-24,NL,0
2019-02-24,US,0.00137969276298297
2019-02-25,AU,0.00133005801593362
2019-02-25,CA,0.00160870459821144
2019-02-25,DE,0.000156571981074975
2019-02-25,FR,0
2019-02-25,GB,0.000690462671169787
2019-02-25,IE,0
2019-02-25,IT,0.00313180365744686
2019-02-25,NL,0
2019-02-25,US,0.00135967072302616
2019-02-26,AU,0.0013274440579578
2019-02-26,CA,0.00160663986281878
2019-02-26,DE,0.00015635027139725
2019-02-26,FR,0
2019-02-26,GB,0.000690771881831017
2019-02-26,IE,0
2019-02-26,IT,0.00312522992719136
2019-02-26,NL,0
2019-02-26,US,0.00133969742858086
2019-02-27,AU,0.00132363766279896
2019-02-27,CA,0.00160354551701041
2019-02-27,DE,0.000156178807892379
2019-02-27,FR,0
2019-02-27,GB,0.000690416981968546
2019-02-27,IE,0
2019-02-27,IT,0.0034264904088513
2019-02-27,NL,0
2019-02-27,US,0.00131907004440177
2019-02-28,AU,0.00132121230266059
2019-02-28,CA,0.00160043088181526
2019-02-28,DE,0.000155958479812302
2019-02-28,FR,0
2019-02-28,GB,0.000689723364413344
2019-02-28,IE,0
2019-02-28,IT,0.00341788274542268
2019-02-28,NL,0
2019-02-28,US,0.00130225553143933
2019-03-01,AU,0.00132216685352049
2019-03-01,CA,0.00164662353369035
2019-03-01,DE,0.000156119338951427
2019-03-01,FR,0
2019-03-01,GB,0.000691102336064242
2019-03-01,IE,0
2019-03-01,IT,0.00310871650245743
2019-03-01,NL,0
2019-03-01,US,0.00128023601547554
2019-03-02,AU,0.00132190644712581
2019-03-02,CA,0.00169169910964871
2019-03-02,DE,0.000156275383484089
2019-03-02,FR,0
2019-03-02,GB,0.000691194285974466
2019-03-02,IE,0
2019-03-02,IT,0.00279064823775704
2019-03-02,NL,0
2019-03-02,US,0.00125394334270119
2019-03-03,AU,0.00132457096578709
2019-03-03,CA,0.00169045831454555
2019-03-03,DE,0.000156374426182037
2019-03-03,FR,0
2019-03-03,GB,0.00069153803403975
2019-03-03,IE,0
2019-03-03,IT,0.00279063453665435
2019-03-03,NL,0
2019-03-03,US,0.00123698698358062
2019-03-04,AU,0.00132634491881594
2019-03-04,CA,0.00168985564880962
2019-03-04,DE,0.000156458151131964
2019-03-04,FR,0
2019-03-04,GB,0.000691259129875566
2019-03-04,IE,0
2019-03-04,IT,0.00310733591997926
2019-03-04,NL,0
2019-03-04,US,0.00122075629423245
2019-03-05,AU,0.00132840397487713
2019-03-05,CA,0.00168919830876641
2019-03-05,DE,0.000156837578526599
2019-03-05,FR,0
2019-03-05,GB,0.000691586590975828
2019-03-05,IE,0
2019-03-05,IT,0.00310684980618882
2019-03-05,NL,0
2019-03-05,US,0.00119864642083518
2019-03-06,AU,0.00132932584083313
2019-03-06,CA,0.00160319450554117
2019-03-06,DE,0.000157217819557518
2019-03-06,FR,0
2019-03-06,GB,0.000699737133018079
2019-03-06,IE,0
2019-03-06,IT,0.00279827052283759
2019-03-06,NL,0
2019-03-06,US,0.00113019609610827
2019-03-07,AU,0.00133080170543962
2019-03-07,CA,0.00160155844416985
2019-03-07,DE,0.000157651456222867
2019-03-07,FR,0
2019-03-07,GB,0.000699662700031924
2019-03-07,IE,0
2019-03-07,IT,0.00279476288618447
2019-03-07,NL,0
2019-03-07,US,0.00110418998803833
2019-03-08,AU,0.00151699780609905
2019-03-08,CA,0.00155133584838891
2019-03-08,DE,0.000157686189121229
2019-03-08,FR,0
2019-03-08,GB,0.000697349734644913
2019-03-08,IE,0
2019-03-08,IT,0.00308736323597612
2019-03-08,NL,0
2019-03-08,US,0.00108695929378014
2019-03-09,AU,0.00170801494347909
2019-03-09,CA,0.00145354205192255
2019-03-09,DE,0.000157635901130695
2019-03-09,FR,0
2019-03-09,GB,0.000694952405916673
2019-03-09,IE,0
2019-03-09,IT,0.00338161958980959
2019-03-09,NL,0
2019-03-09,US,0.00107185420946913
2019-03-10,AU,0.00170581333039896
2019-03-10,CA,0.00140242201561402
2019-03-10,DE,0.00015763065719514
2019-03-10,FR,0
2019-03-10,GB,0.000692727465260497
2019-03-10,IE,0
2019-03-10,IT,0.00336531355065401
2019-03-10,NL,0
2019-03-10,US,0.00105381099435783
2019-03-11,AU,0.0018961841717177
2019-03-11,CA,0.00135037058232698
2019-03-11,DE,0.000157594996979808
2019-03-11,FR,0
2019-03-11,GB,0.000690275594812302
2019-03-11,IE,0
2019-03-11,IT,0.00334757078020636
2019-03-11,NL,0
2019-03-11,US,0.00103501638620469
2019-03-12,AU,0.00208769589787691
2019-03-12,CA,0.00129916262847239
2019-03-12,DE,0.000157527896874817
2019-03-12,FR,0
2019-03-12,GB,0.000688351460497165
2019-03-12,IE,0
2019-03-12,IT,0.00364661570060241
2019-03-12,NL,0
2019-03-12,US,0.00102255900325266
2019-03-13,AU,0.00228078249887359
2019-03-13,CA,0.00133468566506885
2019-03-13,DE,0.000157469850412917
2019-03-13,FR,0
2019-03-13,GB,0.000679151608547268
2019-03-13,IE,0
2019-03-13,IT,0.00364104292630531
2019-03-13,NL,0
2019-03-13,US,0.00106728301239912
2019-03-14,AU,0.00247789458006921
2019-03-14,CA,0.00128618966773451
2019-03-14,DE,0.000157374353532935
2019-03-14,FR,0
2019-03-14,GB,0.000678408084228649
2019-03-14,IE,0
2019-03-14,IT,0.0039391566411256
2019-03-14,NL,0
2019-03-14,US,0.00106840956945982
2019-03-15,AU,0.00247907192959996
2019-03-15,CA,0.0012365497664124
2019-03-15,DE,0.000157276024497598
2019-03-15,FR,0
2019-03-15,GB,0.000677622915104628
2019-03-15,IE,0
2019-03-15,IT,0.00363281844663187
2019-03-15,NL,0
2019-03-15,US,0.00107790010207903
2019-03-16,AU,0.00248217420406745
2019-03-16,CA,0.00123311819542761
2019-03-16,DE,0.000157165880186687
2019-03-16,FR,0
2019-03-16,GB,0.000677704534985096
2019-03-16,IE,0
2019-03-16,IT,0.00362327339347277
2019-03-16,NL,0
2019-03-16,US,0.00109310472126594
2019-03-17,AU,0.00267190465274319
2019-03-17,CA,0.00122879224468717
2019-03-17,DE,0.000157103563598829
2019-03-17,FR,0
2019-03-17,GB,0.000677499783396163
2019-03-17,IE,0
2019-03-17,IT,0.00361248620601801
2019-03-17,NL,0
2019-03-17,US,0.00111911817019051
2019-03-18,AU,0.00267105735168316
2019-03-18,CA,0.00122426577882014
2019-03-18,DE,0.000157022070496785
2019-03-18,FR,0
2019-03-18,GB,0.000677347891213094
2019-03-18,IE,0
2019-03-18,IT,0.00360158275828118
2019-03-18,NL,0
2019-03-18,US,0.00114234955228197
2019-03-19,AU,0.00266538663810744
2019-03-19,CA,0.00126428283341649
2019-03-19,DE,0.000156641469931913
2019-03-19,FR,0
2019-03-19,GB,0.000675982902806964
2019-03-19,IE,0
2019-03-19,IT,0.0035870812507153
2019-03-19,NL,0
2019-03-19,US,0.00116285921861717
2019-03-20,AU,0.00265857154663637
2019-03-20,CA,0.00130521056285309
2019-03-20,DE,0.000156380197870526
2019-03-20,FR,0
2019-03-20,GB,0.000643001015339821
2019-03-20,IE,0
2019-03-20,IT,0.00387324224743258
2019-03-20,NL,0
2019-03-20,US,0.00118283698882225
2019-03-21,AU,0.00265368995056273
2019-03-21,CA,0.00134553063544256
2019-03-21,DE,0.000156193483707542
2019-03-21,FR,0
2019-03-21,GB,0.000610518589132626
2019-03-21,IE,0
2019-03-21,IT,0.00385376430277625
2019-03-21,NL,0
2019-03-21,US,0.00120605161229449
2019-03-22,AU,0.0026464536809624
2019-03-22,CA,0.00138592700666445
2019-03-22,DE,0.000155920548186829
2019-03-22,FR,0
2019-03-22,GB,0.000578148888850928
2019-03-22,IE,0
2019-03-22,IT,0.00413349768087763
2019-03-22,NL,0
2019-03-22,US,0.00122082507043015
2019-03-23,AU,0.00263559781816902
2019-03-23,CA,0.0014247012698625
2019-03-23,DE,0.000155610320602603
2019-03-23,FR,0
2019-03-23,GB,0.000513295160270982
2019-03-23,IE,0
2019-03-23,IT,0.00411253987271619
2019-03-23,NL,0
2019-03-23,US,0.00123674946599131
2019-03-24,AU,0.00263116140090663
2019-03-24,CA,0.00146501985606648
2019-03-24,DE,0.000155281862121192
2019-03-24,FR,0
2019-03-24,GB,0.000448814044054136
2019-03-24,IE,0
2019-03-24,IT,0.00409255206302798
2019-03-24,NL,0
2019-03-24,US,0.00124715043723165
2019-03-25,AU,0.00262801583645938
2019-03-25,CA,0.00150545392916622
2019-03-25,DE,0.000154950213736505
2019-03-25,FR,0
2019-03-25,GB,0.000383400477776794
2019-03-25,IE,0
2019-03-25,IT,0.00407189124976932
2019-03-25,NL,0
2019-03-25,US,0.00126071025294586
2019-03-26,AU,0.00262425728606736
2019-03-26,CA,0.0015016260514627
2019-03-26,DE,0.000154766974677668
2019-03-26,FR,0
2019-03-26,GB,0.000318545759696558
2019-03-26,IE,0
2019-03-26,IT,0.0040498282453181
2019-03-26,NL,0
2019-03-26,US,0.00128250044986888
2019-03-27,AU,0.00262171101811249
2019-03-27,CA,0.00149644298732487
2019-03-27,DE,0.000154590406626413
2019-03-27,FR,0
2019-03-27,GB,0.00028599427517294
2019-03-27,IE,0
2019-03-27,IT,0.00403337891258226
2019-03-27,NL,0
2019-03-27,US,0.00130644349460235
2019-03-28,AU,0.00261244502088937
2019-03-28,CA,0.0014929109798145
2019-03-28,DE,0.000154372585675439
2019-03-28,FR,0
2019-03-28,GB,0.000253476767802331
2019-03-28,IE,0
2019-03-28,IT,0.00402134916625694
2019-03-28,NL,0
2019-03-28,US,0.00132849894189849
2019-03-29,AU,0.00261291023297514
2019-03-29,CA,0.00148881768961394
2019-03-29,DE,0.000154236031630793
2019-03-29,FR,0
2019-03-29,GB,0.000221303162246184
2019-03-29,IE,0
2019-03-29,IT,0.00372506803358357
2019-03-29,NL,0
2019-03-29,US,0.00134192584390154
2019-03-30,AU,0.00260982435326909
2019-03-30,CA,0.00148588617395382
2019-03-30,DE,0.000154120653500109
2019-03-30,FR,0
2019-03-30,GB,0.000221064956868557
2019-03-30,IE,0
2019-03-30,IT,0.00371238647764824
2019-03-30,NL,0
2019-03-30,US,0.00135040015278848
2019-03-31,AU,0.00260889309696977
2019-03-31,CA,0.00148456289018306
2019-03-31,DE,0.000154101443194339
2019-03-31,FR,0
2019-03-31,GB,0.000220925509600848
2019-03-31,IE,0
2019-03-31,IT,0.00341591002234153
2019-03-31,NL,0
2019-03-31,US,0.00135559109915851
2019-04-01,AU,0.00261294773078191
2019-04-01,CA,0.00148658635382516
2019-04-01,DE,0.000154330511496245
2019-04-01,FR,0
2019-04-01,GB,0.000221173862675036
