date,jobcountry,GenAI_share_postings
2019-01-19,US,0.0011499383614955
2019-01-20,AU,0.00151497775359775
2019-01-20,CA,0.000755626462413447
2019-01-20,DE,0
2019-01-20,FR,0.000718981384435671
2019-01-20,GB,0.000555640643515866
2019-01-20,IE,0.00493059127902653
2019-01-20,US,0.00115149456320039
2019-01-21,AU,0.00149915884098412
2019-01-21,CA,0.000853771797987734
2019-01-21,DE,0
2019-01-21,FR,0.000717416350925881
2019-01-21,GB,0.000588005090808057
2019-01-21,IE,0.00490345329308111
2019-01-21,US,0.00114603610924916
2019-01-22,AU,0.00148380653695567
2019-01-22,CA,0.00095106687235749
2019-01-22,DE,0
2019-01-22,FR,0.000715490608777402
2019-01-22,GB,0.000620274022221532
2019-01-22,IE,0.00487907664215335
2019-01-22,US,0.00114029008536875
2019-01-23,AU,0.00147236824780573
2019-01-23,CA,0.000996234802147973
2019-01-23,DE,0
2019-01-23,FR,0.000713465645550506
2019-01-23,GB,0.00068576733331396
2019-01-23,IE,0.00485529123032779
2019-01-23,US,0.00113862319147319
2019-01-24,AU,0.00145864849549957
2019-01-24,CA,0.00104100960800238
2019-01-24,DE,0
2019-01-24,FR,0.000710654912437059
2019-01-24,GB,0.000750813175789559
2019-01-24,IE,0.00483614106625752
2019-01-24,US,0.00114274752281163
2019-01-25,AU,0.00144315401656022
2019-01-25,CA,0.00103451748000497
2019-01-25,DE,0
2019-01-25,FR,0.000707036722396525
2019-01-25,GB,0.000814774207965988
2019-01-25,IE,0.00481304035294758
2019-01-25,US,0.00115320836696111
2019-01-26,AU,0.00143055247947838
2019-01-26,CA,0.0010248359986752
2019-01-26,DE,0
2019-01-26,FR,0.000702917765236603
2019-01-26,GB,0.000843760607118921
2019-01-26,IE,0.00477870874488678
2019-01-26,US,0.00116186660781313
2019-01-27,AU,0.00141633399463303
2019-01-27,CA,0.00101643105091209
2019-01-27,DE,0
2019-01-27,FR,0.000698439336574354
2019-01-27,GB,0.000872557732796622
2019-01-27,IE,0.00474775776999297
2019-01-27,US,0.00117135502586245
2019-01-28,AU,0.00140572747042184
2019-01-28,CA,0.00100936385716998
2019-01-28,DE,0
2019-01-28,FR,0.000693352163856049
2019-01-28,GB,0.000902647736643751
2019-01-28,IE,0.00404884806912633
2019-01-28,US,0.00119098686247589
2019-01-29,AU,0.00140048642018337
2019-01-29,CA,0.0010021798110091
2019-01-29,DE,0
2019-01-29,FR,0.000687213572739256
2019-01-29,GB,0.000964382361941115
2019-01-29,IE,0.00335711292067996
2019-01-29,US,0.00120678125556874
2019-01-30,AU,0.0013945853341895
2019-01-30,CA,0.000995407648873388
2019-01-30,DE,0
2019-01-30,FR,0.00068256664411105
2019-01-30,GB,0.000959933729841055
2019-01-30,IE,0.00267515214706366
2019-01-30,US,0.00121733964136576
2019-01-31,AU,0.00139196180760344
2019-01-31,CA,0.00098982517667779
2019-01-31,DE,0
2019-01-31,FR,0.000678481024731176
2019-01-31,GB,0.000956495983816006
2019-01-31,IE,0.00199964078496255
2019-01-31,US,0.00122858992793162
2019-02-01,AU,0.00139609180635147
2019-02-01,CA,0.000987768590188711
2019-02-01,DE,0
2019-02-01,FR,0.000677251656071877
2019-02-01,GB,0.000957295674290516
2019-02-01,IE,0.00133124073416415
2019-02-01,US,0.00122954734121223
2019-02-02,AU,0.00139433748177934
2019-02-02,CA,0.000986533529181818
2019-02-02,DE,0
2019-02-02,FR,0.000675772155255443
2019-02-02,GB,0.000957793922033596
2019-02-02,IE,0.000658813608453896
2019-02-02,US,0.00123022098826133
2019-02-03,AU,0.00139633151754929
2019-02-03,CA,0.000986873218684939
2019-02-03,DE,0
2019-02-03,FR,0.00067474771530207
2019-02-03,GB,0.000959582667755761
2019-02-03,IE,0
2019-02-03,US,0.00123153617067048
2019-02-04,AU,0.00139346602613573
2019-02-04,CA,0.000985633240825512
2019-02-04,DE,0
2019-02-04,FR,0.000674088341017728
2019-02-04,GB,0.000960352137316032
2019-02-04,IE,0
2019-02-04,US,0.00121978237077724
2019-02-05,AU,0.00138770382371922
2019-02-05,CA,0.00103242631288724
2019-02-05,DE,0
2019-02-05,FR,0.000674644713420335
2019-02-05,GB,0.000930337823493439
2019-02-05,IE,0
2019-02-05,US,0.00121131343461398
2019-02-06,AU,0.00138377058992422
2019-02-06,CA,0.00107862181953231
2019-02-06,DE,0
2019-02-06,FR,0.000674172012672509
2019-02-06,GB,0.000932226340429503
2019-02-06,IE,0
2019-02-06,US,0.00120155741855383
2019-02-07,AU,0.00138021877784348
2019-02-07,CA,0.00112407718329062
2019-02-07,DE,0
2019-02-07,FR,0.00067417137941632
2019-02-07,GB,0.000934296123965238
2019-02-07,IE,0
2019-02-07,US,0.00117892876239149
2019-02-08,AU,0.00137295611057586
2019-02-08,CA,0.00116792420693874
2019-02-08,DE,0
2019-02-08,FR,0.000672102716150445
2019-02-08,GB,0.000933100637675286
2019-02-08,IE,0
2019-02-08,US,0.00115743576757426
2019-02-09,AU,0.00136933201189144
2019-02-09,CA,0.00126020636933671
2019-02-09,DE,0
2019-02-09,FR,0.000671347777622294
2019-02-09,GB,0.000933680400299598
2019-02-09,IE,0
2019-02-09,US,0.00113741674812377
2019-02-10,AU,0.00136610763944784
2019-02-10,CA,0.00135076179222959
2019-02-10,DE,0
2019-02-10,FR,0.000670081623863942
2019-02-10,GB,0.000933530212552546
2019-02-10,IE,0
2019-02-10,US,0.00112047037820026
2019-02-11,AU,0.0013676706952595
2019-02-11,CA,0.00144303888284278
2019-02-11,DE,0
2019-02-11,FR,0.000669045209248013
2019-02-11,GB,0.000899428201029483
2019-02-11,IE,0
2019-02-11,US,0.00110986412747903
2019-02-12,AU,0.00136835527971464
2019-02-12,CA,0.00148655295820156
2019-02-12,DE,0
2019-02-12,FR,0.000620584667302559
2019-02-12,GB,0.000865275210141473
2019-02-12,IE,0
2019-02-12,US,0.00111893834712058
2019-02-13,AU,0.001368276802043
2019-02-13,CA,0.00153033844048746
2019-02-13,DE,0
2019-02-13,FR,0.000525131484225263
2019-02-13,GB,0.000831865806652318
2019-02-13,IE,0
2019-02-13,US,0.00112796069624742
2019-02-14,AU,0.00136805182112607
2019-02-14,CA,0.00157395345027543
2019-02-14,DE,0
2019-02-14,FR,0.000430018620923848
2019-02-14,GB,0.000798212414065887
2019-02-14,IE,0
2019-02-14,US,0.00114857840672308
2019-02-15,AU,0.00136483922175714
2019-02-15,CA,0.00161665428256119
2019-02-15,DE,0
2019-02-15,FR,0.000335135073873232
2019-02-15,GB,0.000764788835276179
2019-02-15,IE,0
2019-02-15,US,0.00117183538574186
2019-02-16,AU,0.00136599614328212
2019-02-16,CA,0.00161605693877799
2019-02-16,DE,0
2019-02-16,FR,0.000239337842125838
2019-02-16,GB,0.000730873948209031
2019-02-16,IE,0
2019-02-16,US,0.00119714476747171
2019-02-17,AU,0.00136361255987301
2019-02-17,CA,0.00161300023020862
2019-02-17,DE,0
2019-02-17,FR,0.000143977049334351
2019-02-17,GB,0.00069702761597818
2019-02-17,IE,0
2019-02-17,US,0.0012239128370424
2019-02-18,AU,0.00135862556073289
2019-02-18,CA,0.00160938815050537
2019-02-18,DE,0
2019-02-18,FR,0.000047675463584289
2019-02-18,GB,0.000695656426121208
2019-02-18,IE,0
2019-02-18,US,0.00124789322049756
2019-02-19,AU,0.00135441643578987
2019-02-19,CA,0.00160890087406904
2019-02-19,DE,0
2019-02-19,FR,0
2019-02-19,GB,0.000694056663494936
2019-02-19,IE,0
2019-02-19,US,0.00124918125928701
2019-02-20,AU,0.00135163813617285
2019-02-20,CA,0.00160863623194104
2019-02-20,DE,0
2019-02-20,FR,0
2019-02-20,GB,0.000692947896958253
2019-02-20,IE,0
2019-02-20,US,0.00125004744590356
2019-02-21,AU,0.00134699531470606
2019-02-21,CA,0.00160794648841645
2019-02-21,DE,0
2019-02-21,FR,0
2019-02-21,GB,0.000691935164636067
2019-02-21,IE,0
2019-02-21,US,0.00124856379922147
2019-02-22,AU,0.00134366295413378
2019-02-22,CA,0.00160739856199285
2019-02-22,DE,0
2019-02-22,FR,0
2019-02-22,GB,0.000690810306953883
2019-02-22,IE,0
2019-02-22,US,0.00123817760611093
2019-02-23,AU,0.00133816295700766
2019-02-23,CA,0.00160596662290707
2019-02-23,DE,0
2019-02-23,FR,0
2019-02-23,GB,0.000690369490378709
2019-02-23,IE,0
2019-02-23,US,0.00122672603375771
2019-02-24,AU,0.00133422051735005
2019-02-24,CA,0.0016074696302047
2019-02-24,DE,0
2019-02-24,FR,0
2019-02-24,GB,0.000690057482987147
2019-02-24,IE,0
2019-02-24,US,0.00120762552844792
2019-02-25,AU,0.00133005801593362
2019-02-25,CA,0.00160870459821144
2019-02-25,DE,0
2019-02-25,FR,0
2019-02-25,GB,0.000690462671169787
2019-02-25,IE,0
2019-02-25,US,0.00118779638893089
2019-02-26,AU,0.0013274440579578
2019-02-26,CA,0.00160663986281878
2019-02-26,DE,0
2019-02-26,FR,0
2019-02-26,GB,0.000690771881831017
2019-02-26,IE,0
2019-02-26,US,0.00116801847509698
2019-02-27,AU,0.00132363766279896
2019-02-27,CA,0.00160354551701041
2019-02-27,DE,0
2019-02-27,FR,0
2019-02-27,GB,0.000690416981968546
2019-02-27,IE,0
2019-02-27,US,0.00114768535015382
2019-02-28,AU,0.00132121230266059
2019-02-28,CA,0.00160043088181526
2019-02-28,DE,0
2019-02-28,FR,0
2019-02-28,GB,0.000689723364413344
2019-02-28,IE,0
2019-02-28,US,0.00113107553927381
2019-03-01,AU,0.00132216685352049
2019-03-01,CA,0.00164662353369035
2019-03-01,DE,0
2019-03-01,FR,0
2019-03-01,GB,0.000691102336064242
2019-03-01,IE,0
2019-03-01,US,0.00110915814119927
2019-03-02,AU,0.00132190644712581
2019-03-02,CA,0.00169169910964871
2019-03-02,DE,0
2019-03-02,FR,0
2019-03-02,GB,0.000691194285974466
2019-03-02,IE,0
2019-03-02,US,0.00108309227815593
2019-03-03,AU,0.00132457096578709
2019-03-03,CA,0.00169045831454555
2019-03-03,DE,0
2019-03-03,FR,0
2019-03-03,GB,0.00069153803403975
2019-03-03,IE,0
2019-03-03,US,0.00106637193705722
2019-03-04,AU,0.00132634491881594
2019-03-04,CA,0.00168985564880962
2019-03-04,DE,0
2019-03-04,FR,0
2019-03-04,GB,0.000691259129875566
2019-03-04,IE,0
2019-03-04,US,0.00105026806175622
2019-03-05,AU,0.00132840397487713
2019-03-05,CA,0.00168919830876641
2019-03-05,DE,0
2019-03-05,FR,0
2019-03-05,GB,0.000691586590975828
2019-03-05,IE,0
2019-03-05,US,0.00102826207287653
2019-03-06,AU,0.00132932584083313
2019-03-06,CA,0.00160319450554117
2019-03-06,DE,0
2019-03-06,FR,0
2019-03-06,GB,0.000699737133018079
2019-03-06,IE,0
2019-03-06,US,0.0009595273446275
2019-03-07,AU,0.00133080170543962
2019-03-07,CA,0.00160155844416985
2019-03-07,DE,0
2019-03-07,FR,0
2019-03-07,GB,0.000699662700031924
2019-03-07,IE,0
2019-03-07,US,0.000933792623388563
2019-03-08,AU,0.00151699780609905
2019-03-08,CA,0.00155133584838891
2019-03-08,DE,0
2019-03-08,FR,0
2019-03-08,GB,0.000697349734644913
2019-03-08,IE,0
2019-03-08,US,0.000916887714494582
2019-03-09,AU,0.00170801494347909
2019-03-09,CA,0.00145354205192255
2019-03-09,DE,0
2019-03-09,FR,0
2019-03-09,GB,0.000694952405916673
2019-03-09,IE,0
2019-03-09,US,0.000902229973123131
2019-03-10,AU,0.00170581333039896
2019-03-10,CA,0.00140242201561402
2019-03-10,DE,0
2019-03-10,FR,0
2019-03-10,GB,0.000692727465260497
2019-03-10,IE,0
2019-03-10,US,0.000884643876596578
2019-03-11,AU,0.0018961841717177
2019-03-11,CA,0.00135037058232698
2019-03-11,DE,0
2019-03-11,FR,0
2019-03-11,GB,0.000690275594812302
2019-03-11,IE,0
2019-03-11,US,0.000866411672308836
2019-03-12,AU,0.00208769589787691
2019-03-12,CA,0.00129916262847239
2019-03-12,DE,0
2019-03-12,FR,0
2019-03-12,GB,0.000688351460497165
2019-03-12,IE,0
2019-03-12,US,0.000854484791348078
2019-03-13,AU,0.00228078249887359
2019-03-13,CA,0.00133468566506885
2019-03-13,DE,0
2019-03-13,FR,0
2019-03-13,GB,0.000679151608547268
2019-03-13,IE,0
2019-03-13,US,0.000899869548044442
2019-03-14,AU,0.00247789458006921
2019-03-14,CA,0.00128618966773451
2019-03-14,DE,0
2019-03-14,FR,0
2019-03-14,GB,0.000678408084228649
2019-03-14,IE,0
2019-03-14,US,0.000901278336243858
2019-03-15,AU,0.00247907192959996
2019-03-15,CA,0.0012365497664124
2019-03-15,DE,0
2019-03-15,FR,0
2019-03-15,GB,0.000677622915104628
2019-03-15,IE,0
2019-03-15,US,0.00091112808700819
2019-03-16,AU,0.00248217420406745
2019-03-16,CA,0.00123311819542761
2019-03-16,DE,0
2019-03-16,FR,0
2019-03-16,GB,0.000677704534985096
2019-03-16,IE,0
2019-03-16,US,0.000926308760882965
2019-03-17,AU,0.00267190465274319
2019-03-17,CA,0.00122879224468717
2019-03-17,DE,0
2019-03-17,FR,0
2019-03-17,GB,0.000677499783396163
2019-03-17,IE,0
2019-03-17,US,0.000952431700762048
2019-03-18,AU,0.00267105735168316
2019-03-18,CA,0.00122426577882014
2019-03-18,DE,0
2019-03-18,FR,0
2019-03-18,GB,0.000677347891213094
2019-03-18,IE,0
2019-03-18,US,0.000975753227465116
2019-03-19,AU,0.00266538663810744
2019-03-19,CA,0.00126428283341649
2019-03-19,DE,0
2019-03-19,FR,0
2019-03-19,GB,0.000675982902806964
2019-03-19,IE,0
2019-03-19,US,0.000996312982774051
2019-03-20,AU,0.00265857154663637
2019-03-20,CA,0.00130521056285309
2019-03-20,DE,0
2019-03-20,FR,0
2019-03-20,GB,0.000643001015339821
2019-03-20,IE,0
2019-03-20,US,0.0010164142150014
2019-03-21,AU,0.00265368995056273
2019-03-21,CA,0.00134553063544256
2019-03-21,DE,0
2019-03-21,FR,0
2019-03-21,GB,0.000610518589132626
2019-03-21,IE,0
2019-03-21,US,0.00103969098302793
2019-03-22,AU,0.0026464536809624
2019-03-22,CA,0.00138592700666445
2019-03-22,DE,0
2019-03-22,FR,0
2019-03-22,GB,0.000578148888850928
2019-03-22,IE,0
2019-03-22,US,0.00105445807146123
2019-03-23,AU,0.00263559781816902
2019-03-23,CA,0.0014247012698625
2019-03-23,DE,0
2019-03-23,FR,0
2019-03-23,GB,0.000513295160270982
2019-03-23,IE,0
2019-03-23,US,0.0010706583335805
2019-03-24,AU,0.00263116140090663
2019-03-24,CA,0.00146501985606648
2019-03-24,DE,0
2019-03-24,FR,0
2019-03-24,GB,0.000448814044054136
2019-03-24,IE,0
2019-03-24,US,0.00108124529887231
2019-03-25,AU,0.00262801583645938
2019-03-25,CA,0.00150545392916622
2019-03-25,DE,0
2019-03-25,FR,0
2019-03-25,GB,0.000383400477776794
2019-03-25,IE,0
2019-03-25,US,0.00109497170829852
2019-03-26,AU,0.00262425728606736
2019-03-26,CA,0.0015016260514627
2019-03-26,DE,0
2019-03-26,FR,0
2019-03-26,GB,0.000318545759696558
2019-03-26,IE,0
2019-03-26,US,0.00111700894523749
2019-03-27,AU,0.00262171101811249
2019-03-27,CA,0.00149644298732487
2019-03-27,DE,0
2019-03-27,FR,0
2019-03-27,GB,0.00028599427517294
2019-03-27,IE,0
2019-03-27,US,0.0011412759658184
2019-03-28,AU,0.00261244502088937
2019-03-28,CA,0.0014929109798145
2019-03-28,DE,0
2019-03-28,FR,0
2019-03-28,GB,0.000253476767802331
2019-03-28,IE,0
2019-03-28,US,0.00116351354457521
2019-03-29,AU,0.00261291023297514
2019-03-29,CA,0.00148881768961394
2019-03-29,DE,0
2019-03-29,FR,0
2019-03-29,GB,0.000221303162246184
2019-03-29,IE,0
2019-03-29,US,0.00117710078681566
2019-03-30,AU,0.00260982435326909
2019-03-30,CA,0.00148588617395382
2019-03-30,DE,0
2019-03-30,FR,0
2019-03-30,GB,0.000221064956868557
2019-03-30,IE,0
2019-03-30,US,0.00118563090146839
2019-03-31,AU,0.00260889309696977
2019-03-31,CA,0.00148456289018306
2019-03-31,DE,0
2019-03-31,FR,0
2019-03-31,GB,0.000220925509600848
2019-03-31,IE,0
2019-03-31,US,0.00119090743458488
2019-04-01,AU,0.00261294773078191
2019-04-01,CA,0.00148658635382516
2019-04-01,DE,0
2019-04-01,FR,0
2019-04-01,GB,0.000221173862675036
2019-04-01,IE,0
2019-04-01,US,0.00119728452353183
2019-04-02,AU,0.00261482009290513
2019-04-02,CA,0.00140185458126394
2019-04-02,DE,0
2019-04-02,FR,0
2019-04-02,GB,0.000221424905388708
2019-04-02,IE,0
2019-04-02,US,0.00119687746965384
2019-04-03,AU,0.00261726364427162
2019-04-03,CA,0.00131790141871936
2019-04-03,DE,0
2019-04-03,FR,0
2019-04-03,GB,0.000221519978266014
2019-04-03,IE,0
2019-04-03,US,0.00118155172119628
2019-04-04,AU,0.00261743571943636
2019-04-04,CA,0.00123343570814744
2019-04-04,DE,0
2019-04-04,FR,0
2019-04-04,GB,0.0002214596217199
2019-04-04,IE,0
2019-04-04,US,0.00116555740061263
2019-04-05,AU,0.00261695173571441
2019-04-05,CA,0.00110847412089705
2019-04-05,DE,0
2019-04-05,FR,0
2019-04-05,GB,0.000221505306360068
2019-04-05,IE,0
2019-04-05,US,0.00115828652890576
2019-04-06,AU,0.00261771843515608
2019-04-06,CA,0.000981557685530273
2019-04-06,DE,0
2019-04-06,FR,0
2019-04-06,GB,0.00022109600706163
2019-04-06,IE,0
2019-04-06,US,0.00115328177237178
2019-04-07,AU,0.0026150300078646
2019-04-07,CA,0.000853331309237722
2019-04-07,DE,0
2019-04-07,FR,0
2019-04-07,GB,0.000220554182959334
2019-04-07,IE,0
2019-04-07,US,0.00114872825516379
2019-04-08,AU,0.00260703518720925
2019-04-08,CA,0.00072122687636159
2019-04-08,DE,0
2019-04-08,FR,0
2019-04-08,GB,0.00021964172115795
2019-04-08,IE,0
2019-04-08,US,0.00114263025232849
2019-04-09,AU,0.00260629879586348
2019-04-09,CA,0.000676504058532069
2019-04-09,DE,0
2019-04-09,FR,0
2019-04-09,GB,0.000218820491091906
2019-04-09,IE,0
2019-04-09,US,0.00114292966422206
2019-04-10,AU,0.00260099143666828
2019-04-10,CA,0.000632218701787892
2019-04-10,DE,0
2019-04-10,FR,0
2019-04-10,GB,0.000217947759843352
2019-04-10,IE,0
2019-04-10,US,0.00114702883257596
2019-04-11,AU,0.00259647560877768
2019-04-11,CA,0.000588728207804818
2019-04-11,DE,0
2019-04-11,FR,0
2019-04-11,GB,0.000248381663797622
2019-04-11,IE,0
2019-04-11,US,0.00115207075437198
2019-04-12,AU,0.00259633957195095
2019-04-12,CA,0.000588212652219771
2019-04-12,DE,0
2019-04-12,FR,0
2019-04-12,GB,0.000278900219720302
2019-04-12,IE,0
2019-04-12,US,0.00116000212020718
2019-04-13,AU,0.00260140620110266
2019-04-13,CA,0.000588367356008146
2019-04-13,DE,0
2019-04-13,FR,0
2019-04-13,GB,0.000309609804341102
2019-04-13,IE,0
2019-04-13,US,0.00116548935289531
2019-04-14,AU,0.0026025298565469
2019-04-14,CA,0.000629565548009342
2019-04-14,DE,0
2019-04-14,FR,0
2019-04-14,GB,0.000339788825227608
2019-04-14,IE,0
2019-04-14,US,0.0011701735021282
2019-04-15,AU,0.00260366853053836
2019-04-15,CA,0.000671326608183555
2019-04-15,DE,0
2019-04-15,FR,0
2019-04-15,GB,0.000370666576828099
2019-04-15,IE,0
2019-04-15,US,0.00117543931320062
2019-04-16,AU,0.00241471348094795
2019-04-16,CA,0.000713196325618779
2019-04-16,DE,0
2019-04-16,FR,0
2019-04-16,GB,0.000401629812427211
2019-04-16,IE,0
2019-04-16,US,0.00117557860571064
2019-04-17,AU,0.00223094365398731
2019-04-17,CA,0.000755421637295505
2019-04-17,DE,0
2019-04-17,FR,0
2019-04-17,GB,0.000432894142336209
2019-04-17,IE,0
2019-04-17,US,0.00117655686861012
2019-04-18,AU,0.00204853505105765
2019-04-18,CA,0.000796971738141019
2019-04-18,DE,0
2019-04-18,FR,0
2019-04-18,GB,0.000432611788992076
2019-04-18,IE,0
2019-04-18,US,0.00117597929516612
2019-04-19,AU,0.00186734427657434
2019-04-19,CA,0.00083784491742748
2019-04-19,DE,0
2019-04-19,FR,0
2019-04-19,GB,0.000431719392710976
2019-04-19,IE,0
2019-04-19,US,0.00117813199025032
2019-04-20,AU,0.00167999097725731
2019-04-20,CA,0.000881117121164438
2019-04-20,DE,0
2019-04-20,FR,0
2019-04-20,GB,0.0004319007450288
2019-04-20,IE,0
2019-04-20,US,0.00117738407815533
2019-04-21,AU,0.00149664081454369
2019-04-21,CA,0.000882693809840366
2019-04-21,DE,0
2019-04-21,FR,0
2019-04-21,GB,0.000432458406461967
2019-04-21,IE,0
2019-04-21,US,0.00117719678207256
2019-04-22,AU,0.00131481037193261
2019-04-22,CA,0.000883817375876445
2019-04-22,DE,0
2019-04-22,FR,0
2019-04-22,GB,0.000432740832063034
2019-04-22,IE,0
2019-04-22,US,0.00117413801297595
2019-04-23,AU,0.00132380744183352
2019-04-23,CA,0.000886876917498734
2019-04-23,DE,0
2019-04-23,FR,0
2019-04-23,GB,0.000434950141611804
2019-04-23,IE,0
2019-04-23,US,0.00117165123090788
2019-04-24,AU,0.001334378595949
2019-04-24,CA,0.00088938644039182
2019-04-24,DE,0
2019-04-24,FR,0
2019-04-24,GB,0.000436789355903154
2019-04-24,IE,0
2019-04-24,US,0.00116755741261431
2019-04-25,AU,0.00115166645344815
2019-04-25,CA,0.00088938897782471
2019-04-25,DE,0
2019-04-25,FR,0
2019-04-25,GB,0.00043773805124223
2019-04-25,IE,0
2019-04-25,US,0.0011662505599151
2019-04-26,AU,0.000966829036440151
2019-04-26,CA,0.000888842396053601
2019-04-26,DE,0
2019-04-26,FR,0
2019-04-26,GB,0.000438392783085319
2019-04-26,IE,0
2019-04-26,US,0.00116167427796902
2019-04-27,AU,0.000776383317279026
2019-04-27,CA,0.000888392088032538
2019-04-27,DE,0
2019-04-27,FR,0
2019-04-27,GB,0.000439296313018522
2019-04-27,IE,0
2019-04-27,US,0.00119972703169773
2019-04-28,AU,0.000585561102520073
2019-04-28,CA,0.000888152593185555
2019-04-28,DE,0
2019-04-28,FR,0
2019-04-28,GB,0.000440305312838591
2019-04-28,IE,0
2019-04-28,US,0.00123429510247395
2019-04-29,AU,0.000390723139512008
2019-04-29,CA,0.000888618379532064
2019-04-29,DE,0
2019-04-29,FR,0
2019-04-29,GB,0.000441728943179773
2019-04-29,IE,0
2019-04-29,US,0.00127270363871832
2019-04-30,AU,0.000195274741797973
2019-04-30,CA,0.000887782655409871
2019-04-30,DE,0
2019-04-30,FR,0
2019-04-30,GB,0.000441344700794361
2019-04-30,IE,0
2019-04-30,US,0.00130508461985341
2019-05-01,AU,0
2019-05-01,CA,0.000887061352037944
2019-05-01,DE,0
2019-05-01,FR,0
